pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-141 b,K2-141,0,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,0.28,,,0,,,,,1.493,0.041,-0.035,0,0.133,0.004,-0.003,0,5.16,0.35,-0.34,0,0.01624,0.0011,-0.00107,0,Mass,,,,,,,,,,,,,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,4599,79,-79,0,0.69,0.01,-0.01,0,0.71,0.02,-0.01,0,0.06,0.08,-0.1,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,8/23/2019,2019-09,8/29/2019
K2-141 b,K2-141,1,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,0.2803244,0.0000015,-0.0000015,0,,,,,1.51,0.05,-0.05,0,0.135,0.004,-0.004,0,5.08,0.41,-0.41,0,0.01598,0.00129,-0.00129,0,Mass,0,,,0,,,,,,,,,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.06,0.08,-0.1,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,1/16/2018,2018-03,1/18/2018
K2-141 c,K2-141,1,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,7.7485,0.00022,-0.00022,0,,,,,7,4.6,-2.8,0,0.624,0.41,-0.25,0,7.4,,,1,0.02328,,,1,Mass,0,,,0,,,,,,,,,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.06,0.08,-0.1,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,61.8736,0.1662,-0.1654,11.454,0.023,-0.023,8.401,0.023,-0.023,10.7217,0.000692,-0.000692,1/16/2018,2018-03,1/18/2018
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.644661,0.000132,-0.00013,0,0.0259,0.0002,-0.0002,0,2.15,0.86,-0.86,0,0.192,0.077,-0.077,0,,,,,,,,,,,,,,,,,,534,10,-10,0,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,3398,47,-47,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,-0.01,0.15,-0.15,0,[Fe/H],4.92,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,8/9/2019,2018-12,10/26/2018
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2.644646,0.000043,-0.000043,0,0.0266,0.001,-0.001,0,2.2,0.23,-0.23,0,0.196,0.021,-0.021,0,,,,,,,,,,,,,,20.7,4.8,-4.8,0,,,,,1,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M3.0 V,3385,70,-70,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.02,0.12,-0.12,0,[Fe/H],4.91,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,8/9/2019,2018-03,2/1/2018
K2-146 b,K2-146,1,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,2.6446,0.00006,-0.00006,0,,,,,2.05,0.06,-0.06,0,0.183,0.005,-0.005,0,5.77,0.18,-0.18,0,0.01816,0.00024,-0.00024,0,Mass,0.129,0.019,-0.019,0,,,,,,,,,1,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,8/9/2019,2019-09,8/15/2019
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.64484,0.00011,-0.00011,0,,,,,1.83,0.25,-0.21,0,0.163,0.022,-0.019,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3359,157,-157,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,,,4.9,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,12/14/2017,2017-11,12/14/2017
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.643528,0.000058,-0.000061,0,,,,,1.47,0.28,-0.37,0,0.131,0.025,-0.033,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.23,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,9/5/2019,2019-09,9/5/2019
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.645,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3359,157,-157,0,0.33,0.01,-0.01,0,0.31,0.02,-0.02,0,,,,,,4.9,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,7/18/2016,2016-10,7/18/2016
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,2.644259,0.000047,-0.000047,0,,,,,1.38,,,0,0.123,,,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,,,,,,0.23,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,5/18/2017,2016-12,5/18/2017
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,2.6698,0.0001,-0.0001,0,0.0248,0.0002,-0.0002,0,2.25,0.1,-0.1,0,0.201,0.009,-0.009,0,5.6,0.7,-0.7,0,0.01762,0.0022,-0.0022,0,Mass,0.14,0.07,-0.07,0,,,,,,,,,1,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,M3.0 V,3385,70,-70,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.02,0.12,-0.12,0,[Fe/H],4.91,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,7/12/2021,2020-03,7/12/2021
K2-146 b,K2-146,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2.644845,0.000128,-0.000137,0,,,,,10.7,24.3,-8.4,0,0.95,2.17,-0.75,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.5,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,12/14/2017,2018-01,12/14/2017
K2-146 c,K2-146,1,CONFIRMED,Hamann et al. 2019,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,4.00498,0.00011,-0.00011,0,,,,,2.19,0.07,-0.07,0,0.195,0.006,-0.006,0,7.49,0.24,-0.24,0,0.02358,0.00031,-0.00031,0,Mass,0.075,0.016,-0.016,0,,,,,,,,,1,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,8/9/2019,2019-09,8/15/2019
K2-146 c,K2-146,0,CONFIRMED,Hamann et al. 2019,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,3.9663,0.0002,-0.00002,0,0.0327,0.0006,-0.0006,0,2.59,1.81,-0.39,0,0.231,0.161,-0.035,0,7.1,0.9,-0.9,0,0.02234,0.00283,-0.00283,0,Mass,0.16,0.07,-0.07,0,,,,,,,,,1,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,M3.0 V,3385,70,-70,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.02,0.12,-0.12,0,[Fe/H],4.91,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,7/12/2021,2020-03,7/12/2021
K2-147 b,K2-147,0,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,0.961917,0.000026,-0.000026,0,0.0159,0.0005,-0.0005,0,1.38,0.17,-0.15,0,0.123,0.015,-0.013,0,,,,,,,,,,,,,,200.1,45.7,-45.7,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,3672,70,-70,0,0.55,0.06,-0.06,0,0.58,0.06,-0.06,0,0.19,0.12,-0.12,0,[Fe/H],4.72,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m19.93s,293.8330329,-28d29m54.51s,-28.498475,90.5494,0.2767,-0.275,14.044,0.038,-0.038,9.997,0.021,-0.021,13.1913,0.000537,-0.000537,2/1/2018,2018-03,2/1/2018
K2-147 b,K2-147,1,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.961918,0.000013,-0.000013,0,,,,,0.73,0.2,-0.2,0,0.065,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3775,186,-186,0,0.31,0.08,-0.08,0,,,,,-0.1,0.15,-0.15,0,[Fe/H],5,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m19.93s,293.8330329,-28d29m54.51s,-28.498475,90.5494,0.2767,-0.275,14.044,0.038,-0.038,9.997,0.021,-0.021,13.1913,0.000537,-0.000537,3/28/2022,2021-08,3/28/2022
K2-147 b,K2-147,0,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.961916,0.000019,-0.000019,0,,,,,0.82,0.18,-0.25,0,0.073,0.016,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.31,0.06,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m19.93s,293.8330329,-28d29m54.51s,-28.498475,90.5494,0.2767,-0.275,14.044,0.038,-0.038,9.997,0.021,-0.021,13.1913,0.000537,-0.000537,9/5/2019,2019-09,9/5/2019
K2-148 b,K2-148,1,CONFIRMED,Hirano et al. 2018,2,3,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,4.38395,0.0008,-0.0008,0,0.0454,0.0014,-0.0014,0,1.33,0.19,-0.18,0,0.119,0.017,-0.016,0,,,,,,,,,,,,,,48.8,11,-11,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,-0.11,0.12,-0.12,0,[Fe/H],4.65,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,2/1/2018,2018-03,2/1/2018
K2-148 b,K2-148,0,CONFIRMED,Hirano et al. 2018,2,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.38393,0.00028,-0.00028,0,,,,,0.701,0.088,-0.205,0,0.062,0.008,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.04,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,9/5/2019,2019-09,9/5/2019
K2-148 c,K2-148,0,CONFIRMED,Hirano et al. 2018,2,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.92251,0.00047,-0.00041,0,,,,,0.9,0.1,-0.24,0,0.08,0.009,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.04,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,9/5/2019,2019-09,9/5/2019
K2-148 c,K2-148,1,CONFIRMED,Hirano et al. 2018,2,3,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,6.9226,0.0007,-0.0007,0,0.0616,0.0019,-0.0019,0,1.73,0.24,-0.21,0,0.154,0.021,-0.019,0,,,,,,,,,,,,,,26.5,6,-6,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,-0.11,0.12,-0.12,0,[Fe/H],4.65,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,2/1/2018,2018-03,2/1/2018
K2-148 d,K2-148,0,CONFIRMED,Hirano et al. 2018,2,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.75833,0.00084,-0.00091,0,,,,,0.88,0.11,-0.27,0,0.079,0.01,-0.024,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.04,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,9/5/2019,2019-09,9/5/2019
K2-148 d,K2-148,1,CONFIRMED,Hirano et al. 2018,2,3,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,9.7579,0.001,-0.001,0,0.0774,0.0024,-0.0024,0,1.64,0.24,-0.21,0,0.146,0.021,-0.019,0,,,,,,,,,,,,,,16.8,3.8,-3.8,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,-0.11,0.12,-0.12,0,[Fe/H],4.65,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,2/1/2018,2018-03,2/1/2018
K2-149 b,K2-149,1,CONFIRMED,Hirano et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,11.332,0.0013,-0.0013,0,0.083,0.0027,-0.0027,0,1.64,0.2,-0.18,0,0.146,0.018,-0.016,0,,,,,,,,,,,,,,7,1.6,-1.6,0,,,,,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M1.0 V,3745,70,-70,0,0.57,0.06,-0.06,0,0.59,0.06,-0.06,0,0.11,0.12,-0.12,0,[Fe/H],4.71,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h39m17.22s,9.8217519,+07d16m37.18s,7.2769939,123.676,0.543,-0.539,14.543,0.176,-0.176,10.561,0.021,-0.021,13.7795,0.000301,-0.000301,2/1/2018,2018-03,2/1/2018
